0.5575,1.78167705760623E-05
0.56,1.56146978082344E-05
0.5625,0.000031374
0.565,4.72984964601813E-05
0.5675,0.000101009
0.57,0.0001125597
0.5725,0.000187525
0.575,0.0004327507
0.5775,0.0008723607
0.58,0.0019974215
0.5825,0.0081587774
0.585,0.0324392434
0.5875,0.0627971837
0.59,0.1384325663
0.5925,0.2179274414
0.595,0.2984706238
0.5975,0.4183948797
0.6,0.560899173
0.6025,0.7403783615
0.605,0.8703139201
0.6075,0.8993339705
0.61,0.9061802217
0.6125,0.9318800459
0.615,0.9479818763
0.6175,0.9360045876
0.62,0.9465396774
0.6225,0.9709264952
0.625,0.9562775603
0.6275,0.937235178
0.63,0.959789496
0.6325,0.9794083699
0.635,0.9633144319
0.6375,0.9796206952
0.64,0.9995521128
0.6425,0.9852124182
0.645,0.985106053
0.6475,0.9985207728
0.65,1
0.6525,0.9944012331
0.655,0.9925245618
0.6575,0.9956528113
0.66,0.9877584171
0.6625,0.9854409703
0.665,0.9891736841
0.6675,0.9657469257
0.67,0.8952902297
0.6725,0.8204708356
0.675,0.7240114747
0.6775,0.627309608
0.68,0.5317721618
0.6825,0.3959576014
0.685,0.2216494178
0.6875,0.0905660943
0.69,0.0342041152
0.6925,0.0133973936
0.695,0.0057148915
0.6975,0.0024447787
0.7,0.0010204934
0.7025,0.0005577646
0.705,0.0003229755
0.7075,0.0002119901
0.71,0.0001503725
0.7125,0.000096691
0.715,7.44742972841643E-05
0.7175,7.3995451276334E-05
0.72,3.85473943730516E-05
