0.47,0.0001256478
0.4725,0.0001501908
0.475,0.000216106
0.4775,0.0004160398
0.48,0.0009780643
0.4825,0.0036185224
0.485,0.0168561401
0.4875,0.0792525349
0.49,0.204111613
0.4925,0.3281393608
0.495,0.4906076085
0.4975,0.6964864497
0.5,0.926831401
0.5025,0.9849300875
0.505,0.9935645902
0.5075,0.9750697878
0.51,0.9991805101
0.5125,0.9831432777
0.515,1
0.5175,0.9645232224
0.52,0.8573492846
0.5225,0.7126530612
0.525,0.5581894928
0.5275,0.3859485896
0.53,0.1837830041
0.5325,0.0412083593
0.535,0.010082585
0.5375,0.0027760489
0.54,0.0010666636
0.5425,0.0006777089
0.545,0.0005006023
0.5475,0.000350527
0.55,0.0002806329
